"spp","den","occ","month","year"
"ana_pla",1.20655228854222,85,5,2013
"ana_str",0.95202152088453,55,5,2013
"ans_ans",2.84782712534468,24,5,2013
"ard_cin",0.396484084162039,43,5,2013
"ayt_fer",2.14200270263437,39,5,2013
"ayt_ful",1.23265358551793,43,5,2013
"buc_cla",0.462317758988185,25,5,2013
"cyg_olo",0.264478729545824,39,5,2013
"cas_alb",0.113636363636364,1,5,2013
"ful_atr",0.890438059974801,28,5,2013
"lar_rid",2.02823981189994,16,5,2013
"net_ruf",0.761758993456204,18,5,2013
"nyc_nyc",0.0668408693938436,4,5,2013
"pha_car",0.190435238404038,7,5,2013
"pod_cri",0.430630460500339,32,5,2013
"ste_hir",0.303070316239138,16,5,2013
"tac_ruf",0.349285659392375,11,5,2013
