"spp","den","occ","month","year"
"ana_pla",1.20249572812654,52,7,2010
"ana_str",1.95335706055088,34,7,2010
"ans_ans",1.81087698502521,25,7,2010
"ard_cin",0.406360781169508,53,7,2010
"ayt_fer",1.11686592522118,41,7,2010
"ayt_ful",1.44027326200935,39,7,2010
"buc_cla",0.894045134442743,12,7,2010
"cyg_olo",0.741973401228254,33,7,2010
"ful_atr",2.18289405562247,33,7,2010
"lar_rid",1.40745958805131,37,7,2010
"net_ruf",0.475600603316509,12,7,2010
"nyc_nyc",0.284944189558461,6,7,2010
"pha_car",0.287785282446487,18,7,2010
"pod_cri",0.526436319852205,39,7,2010
"ste_hir",0.254697224517454,18,7,2010
"tac_ruf",0.827582082561286,15,7,2010
"van_van",1.03896103896104,2,7,2010
